path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
docs/implementation/DEVELOPMENT_SETUP.md,326,335,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,336,338,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,339,341,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,342,349,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,350,351,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,352,353,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,354,355,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,356,358,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,359,363,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,364,366,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,367,369,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,370,372,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,373,375,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,376,377,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,378,383,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,384,385,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,386,390,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,391,393,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,394,395,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
docs/implementation/DEVELOPMENT_SETUP.md,396,398,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,399,401,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,402,405,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,completion-claim
docs/implementation/DEVELOPMENT_SETUP.md,406,408,documentation-fiction,"Documentation claims, release narrative, roadmap, or completion ledger.",Makes or records completion/scope claims that require verification; some claims contradict code/docs.,low,rewrite or demote,unverified-claim,Rewrite to evidence-based status.,path classification: documentation-fiction
